PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,AG_ECO9,EPA_REG,STATE,SAMPLE_TYPE,FLAG,CAL_INST_ID,CAL_INST_MODEL,COND_STD1_DESC,COND_STD1_VALUE,COND_STD2_DESC,COND_STD2_VALUE,CONDUCTIVITY,CORRECTED,DO,DO_CALIBRATION_UNITS,DO_CALIBRATION_VALUE,DO_DISPLAYED_UNITS,DO_DISPLAYED_VALUE,DO_ELEVATION,DO_PRESSURE,FIELD_MEASUREMENT_REVIEW,LOCATION,OTH_LOCATION,PH,PH_STD1_DESC,PH_STD1_VALUE,PH_STD2_DESC,PH_STD2_VALUE,TEMP_SENSOR,TEMP_THERMOMETER,TEMPERATURE,TIME
1/26/2021,2013744,NRS18_OR_10817,6/10/2019,1,XER,Region_10,OR,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,mg/L,7.86,mg/L,7.98,,662.2,,,,,,,,,,,,
1/26/2021,2013744,NRS18_OR_10817,6/10/2019,1,XER,Region_10,OR,FIELDMEAS,,,,,,,,185,Y,,,,,,,,Y,A,,8.5,,,,,,,16.8,12:06
1/26/2021,2013744,NRS18_OR_10817,6/10/2019,1,XER,Region_10,OR,FIELDMEAS,DO_MEASUREMENT_COMMENT,,,,,,,,,11.3,,,,,,,,,,,,,,,,,,
1/26/2021,2013745,NRS18_TN_10040,6/10/2019,1,CPL,Region_04,TN,CALIB,,15A101407,YSI PRO DSS,1413,1414,,,,,,PERCENT,99.1,PERCENT,99.1,,753.4,,,,,7,7,4,3.95,21.5,21.6,,
1/26/2021,2013745,NRS18_TN_10040,6/10/2019,1,CPL,Region_04,TN,FIELDMEAS,,,,,,,,136.3,Y,2.85,,,,,,,Y,X,,6.95,,,,,,,21.7,13:45
1/26/2021,2013746,NRS18_IA_10005,6/10/2019,1,TPL,Region_07,IA,CALIB,,15D100182,YSI ProDSS,Spc,1409,,,,,,mg/L,96.9,PERCENT,97.1,,735.9,,,,,pH 4.0,3.98,pH 10.0,9.99,24.3,24.6,,
1/26/2021,2013746,NRS18_IA_10005,6/10/2019,1,TPL,Region_07,IA,FIELDMEAS,,,,,,,,631,Y,11.04,,,,,,,Y,X,,,,,,,,,12.3,9:48
1/26/2021,2013747,NRS18_OK_10046,6/10/2019,1,SPL,Region_06,OK,CALIB,,17L101231,YSI ProDSS,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013747,NRS18_OK_10046,6/10/2019,1,SPL,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013747,NRS18_OK_10046,6/10/2019,1,SPL,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,PERCENT,95.9,PERCENT,96,,729.5,,,,,,,,,,,,
1/26/2021,2013747,NRS18_OK_10046,6/10/2019,1,SPL,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,7,,10,,,,
1/26/2021,2013747,NRS18_OK_10046,6/10/2019,1,SPL,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013747,NRS18_OK_10046,6/10/2019,1,SPL,Region_06,OK,FIELDMEAS,,,,,,,,6735,Y,8.37,,,,,,,Y,X,,7.62,,,,,,,23.2,18:28
1/26/2021,2013748,NRS18_VT_RF002,6/10/2019,1,,Region_01,VT,CALIB,,39947,Hydrolab MS5,Air,0,Ricca buffer,84,,,,PERCENT,100,PERCENT,99.8,,738.8,,,,,Fisher buffer,7,Fisher buffer,4,,,,
1/26/2021,2013748,NRS18_VT_RF002,6/10/2019,1,,Region_01,VT,FIELDMEAS,,,,,,,,13.7,Y,10.73,,,,,,,Y,X,,7.93,,,,,,,11.74,9:41
1/26/2021,2013749,NRS18_WY_10549,6/10/2019,1,XER,Region_08,WY,CALIB,,1,Hq30d,Standard,1000,,,,,,PERCENT,100,PERCENT,100,2144,,,,,,PH solution,7,Ph solution,10,12.5,12.5,,
1/26/2021,2013749,NRS18_WY_10549,6/10/2019,1,XER,Region_08,WY,FIELDMEAS,,,,,,,,500,Y,9.44,,,,,,,Y,X,,8.24,,,,,,,9.7,9:45
1/26/2021,2013750,NRS18_NC_10032,6/11/2019,1,SAP,Region_04,NC,CALIB,,13K100916,YSI Professional,1004,1006,499,492.3,,,,,,mg/L,8.3,2405,,,,,,7,7,4,4,20.1,20,,
1/26/2021,2013750,NRS18_NC_10032,6/11/2019,1,SAP,Region_04,NC,FIELDMEAS,,,,,,,,23.1,Y,9.83,,,,,,,Y,X,,6.74,,,,,,,13.1,9:06
1/26/2021,2013751,NRS18_IA_10003,6/11/2019,1,TPL,Region_07,IA,CALIB,,15D100182,YSI ProDSS,Spc,1409,,,,,,PERCENT,97.5,PERCENT,98.3,,741.2,,,,,PH 4.0,3.96,pH 10.0,10.01,24.3,24.6,,
1/26/2021,2013751,NRS18_IA_10003,6/11/2019,1,TPL,Region_07,IA,FIELDMEAS,,,,,,,,698,Y,8.89,,,,,,,Y,A,,8.11,,,,,,,17.1,10:37
1/26/2021,2013752,NRS18_MN_10025,6/11/2019,1,UMW,Region_05,MN,CALIB,,220385,YSI Pro DSS,KCl Standard,1409,,,,,,PERCENT,95.5,PERCENT,96,,726,,,,,7.00 Buffer,7,10.00 Buffer,10,24.9,25.2,,
1/26/2021,2013752,NRS18_MN_10025,6/11/2019,1,UMW,Region_05,MN,FIELDMEAS,,,,,,,,333,Y,9.14,,,,,,,Y,A,,8.14,,,,,,,18.4,9:36
1/26/2021,2013753,NRS18_OK_10049,6/11/2019,1,SPL,Region_06,OK,CALIB,,17L101231,YSI ProDSS,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013753,NRS18_OK_10049,6/11/2019,1,SPL,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013753,NRS18_OK_10049,6/11/2019,1,SPL,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,PERCENT,93.5,PERCENT,93.6,,711.7,,,,,,,,,,,,
1/26/2021,2013753,NRS18_OK_10049,6/11/2019,1,SPL,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,7,,10,,,,
1/26/2021,2013753,NRS18_OK_10049,6/11/2019,1,SPL,Region_06,OK,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013753,NRS18_OK_10049,6/11/2019,1,SPL,Region_06,OK,FIELDMEAS,,,,,,,,594,Y,8.23,,,,,,,Y,X,,7.94,,,,,,,23.4,15:40
1/26/2021,2013754,NRS18_NE_10053,6/11/2019,1,SPL,Region_07,NE,CALIB,,626909-4,YSI ProDSS,1413,1411,,,,,,PERCENT,100,PERCENT,100,,669,,,,,7,7.01,,,22.3,,,
1/26/2021,2013754,NRS18_NE_10053,6/11/2019,1,SPL,Region_07,NE,FIELDMEAS,,,,,,,,595,Y,8.91,,,,,,,Y,X,,8.09,,,,,,,15.1,11:10
1/26/2021,2013755,NRS18_MN_10062,6/11/2019,1,UMW,Region_05,MN,CALIB,,15E100511; 17L102691,YSI ProDDS,SpC 1409 Standard,1409,,,,,,PERCENT,96.2,PERCENT,96.3,,731,,,,,,,,,25,25.1,,
1/26/2021,2013755,NRS18_MN_10062,6/11/2019,1,UMW,Region_05,MN,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,pH 4.0 Standard,4,pH 7.00 Standard,7,,,,
1/26/2021,2013755,NRS18_MN_10062,6/11/2019,1,UMW,Region_05,MN,FIELDMEAS,,,,,,,,42.7,Y,2.6,,,,,,,Y,X,,6.41,,,,,,,14.7,10:17
1/26/2021,2013756,NRS18_WV_10009,6/11/2019,1,SAP,Region_03,WV,CALIB,,ST-2,In Situ Smartroll,1000,999.51,Distilled water check,1.88,,,,PERCENT,100,mg/L,9.22,,750.88,,,,,7,7,10,10.04,22.07,21.8,,
1/26/2021,2013756,NRS18_WV_10009,6/11/2019,1,SAP,Region_03,WV,FIELDMEAS,,,,,,,,77,Y,9.4,,,,,,,Y,X,,6.47,,,,,,,16.05,8:44
1/26/2021,2013757,NRS18_UT_10432,6/11/2019,1,XER,Region_08,UT,CALIB,,527707,In situ smarTROLL,Spc calibration solution,500,,,,,,PERCENT,100,PERCENT,98.68,,,,,,,PH calibration solution,7,PH calibration solution,10,,,,
1/26/2021,2013757,NRS18_UT_10432,6/11/2019,1,XER,Region_08,UT,FIELDMEAS,,,,,,,,315.96,Y,9.62,,,,,,,Y,A,,8.41,,,,,,,12.75,10:47
1/26/2021,2013758,NRS18_OH_10031,6/11/2019,1,SAP,Region_05,OH,CALIB,,unit 2,In Situ Smartroll 400,Kwik cal,8000,,,,,,PERCENT,100,PERCENT,100,,,,,,,Kwik cal,7,,,28.42,28.5,,
1/26/2021,2013758,NRS18_OH_10031,6/11/2019,1,SAP,Region_05,OH,FIELDMEAS,,,,,,,,348.9,N,7.43,,,,,,,Y,A,,7.36,,,,,,,20.61,14:41
1/26/2021,2013759,NRS18_NH_10014,6/11/2019,1,NAP,Region_01,NH,CALIB,,13e101938,YSI 2030,2000,2000,100,100,,,,PERCENT,97.5,PERCENT,97.8,,743,,,,,4,4,7,7,,,,
1/26/2021,2013759,NRS18_NH_10014,6/11/2019,1,NAP,Region_01,NH,FIELDMEAS,,,,,,,,32.5,Y,9,,,,,,,Y,X,,5.93,,,,,,,14,9:59
1/26/2021,2013760,NRS18_WY_11452,6/11/2019,1,SPL,Region_08,WY,CALIB,,1,Hq30d,Standard,1000,,,,,,PERCENT,100,PERCENT,100,1360,,,,,,Ph solution,7,Ph solution,10,12.5,12.5,,
1/26/2021,2013760,NRS18_WY_11452,6/11/2019,1,SPL,Region_08,WY,FIELDMEAS,,,,,,,,418,Y,8.97,,,,,,,Y,X,,8.1,,,,,,,14.9,9:55
1/26/2021,2013761,NRS18_SD_10094,6/11/2019,1,NPL,Region_08,SD,CALIB,,18C101134,YSI-EXO 1,1369,1410,,,,,,PERCENT,90.3,PERCENT,89.5,,686,,,,,7,7,9.95,10.01,25.019,25.019,,
1/26/2021,2013761,NRS18_SD_10094,6/11/2019,1,NPL,Region_08,SD,FIELDMEAS,,,,,,,,6021,Y,8.35,,,,,,,Y,X,,,,,,,,,16.34,10:29
1/26/2021,2013761,NRS18_SD_10094,6/11/2019,1,NPL,Region_08,SD,FIELDMEAS,PH_MEASUREMENT_COMMENT,,,,,,,,,,,,,,,,,,,5.36,,,,,,,,
1/26/2021,2013762,NRS18_MN_10030,6/12/2019,1,UMW,Region_05,MN,CALIB,,15E100511; 17L102691,YSI ProDDS,SpC 1409 Standard,1409,,,,,,PERCENT,95.9,PERCENT,95.9,,729,,,,,,,,,25,25.1,,
1/26/2021,2013762,NRS18_MN_10030,6/12/2019,1,UMW,Region_05,MN,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,pH 4.0 Standard,4,ph 7.0 Standard,7,,,,
1/26/2021,2013762,NRS18_MN_10030,6/12/2019,1,UMW,Region_05,MN,FIELDMEAS,,,,,,,,193.1,Y,8.3,,,,,,,Y,A,,7.8,,,,,,,18.2,9:13
1/26/2021,2013763,NRS18_OK_11579,6/12/2019,1,SPL,Region_06,OK,CALIB,,17L101231,Prodss,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013763,NRS18_OK_11579,6/12/2019,1,SPL,Region_06,OK,CALIB,COND_CALIBRATION_COMMENT,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013763,NRS18_OK_11579,6/12/2019,1,SPL,Region_06,OK,CALIB,DO_CALIBRATION_COMMENT,,,,,,,,,,PERCENT,94.9,PERCENT,94.9,,721.5,,,,,,,,,,,,
1/26/2021,2013763,NRS18_OK_11579,6/12/2019,1,SPL,Region_06,OK,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,7,7,10,10,,,,
1/26/2021,2013763,NRS18_OK_11579,6/12/2019,1,SPL,Region_06,OK,FIELDMEAS,,,,,,,,3265,Y,8.83,,,,,,,Y,X,,7.67,,,,,,,18.9,10:04
1/26/2021,2013764,NRS18_TX_11175,6/11/2019,1,XER,Region_06,TX,CALIB,,17H102988,YSI ProDSS,"1,000 @ 25 C","1,000",,,,,,PERCENT,90.5,PERCENT,89.8,3295,,,,,,7.00 @ 25 C,7,10.00 @ 25 C,9.99,27.3,27.53,,
1/26/2021,2013764,NRS18_TX_11175,6/11/2019,1,XER,Region_06,TX,FIELDMEAS,,,,,,,,3221,Y,3.45,,,,,,,Y,X,,7.26,,,,,,,21.1,9:20
1/26/2021,2013765,NRS18_VA_RF013,6/12/2019,1,,Region_03,VA,CALIB,,17E101234,YSI EXO 1,1413,1413,,,,,,mg/L,8.38,mg/L,8.36,,708,,,,,7,7,10,10,,,,
1/26/2021,2013765,NRS18_VA_RF013,6/12/2019,1,,Region_03,VA,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,
1/26/2021,2013765,NRS18_VA_RF013,6/12/2019,1,,Region_03,VA,FIELDMEAS,,,,,,,,180.2,Y,9.46,,,,,,,Y,A,,8.07,,,,,,,15.857,11:04
1/26/2021,2013766,NRS18_NE_11590,6/12/2019,1,SPL,Region_07,NE,CALIB,,626909-4,YSI ProDSS,1413,1433,,,,,,PERCENT,100,PERCENT,100,,659,,,,,7,7.06,10,10,15.3,,,
1/26/2021,2013766,NRS18_NE_11590,6/12/2019,1,SPL,Region_07,NE,FIELDMEAS,,,,,,,,433.4,Y,7.7,,,,,,,Y,X,,7.88,,,,,,,12.2,8:55
1/26/2021,2013767,NRS18_NE_11578,6/12/2019,1,SPL,Region_07,NE,CALIB,,626909-4,YSI ProDSS,1413,1433,,,,,,mg/L,100,mg/L,100,,,,,,,7,7.01,10,10,23.1,,,
1/26/2021,2013767,NRS18_NE_11578,6/12/2019,1,SPL,Region_07,NE,FIELDMEAS,,,,,,,,466.3,Y,8.45,,,,,,,Y,X,,8.01,,,,,,,18.3,14:42
1/26/2021,2013768,NRS18_MN_10057,6/12/2019,1,UMW,Region_05,MN,CALIB,,220385,YSI Pro DSS,KCl Standard,1409,,,,,,PERCENT,97.5,PERCENT,97.5,,728,,,,,7.00 Buffer,7,10.00 Buffer,10,24.9,25.2,,
1/26/2021,2013768,NRS18_MN_10057,6/12/2019,1,UMW,Region_05,MN,FIELDMEAS,,,,,,,,228.2,Y,8.2,,,,,,,Y,X,,7.69,,,,,,,13.6,10:23
1/26/2021,2013769,NRS18_UT_10017,6/12/2019,1,XER,Region_08,UT,CALIB,,527707,In Situ SmarTROLL,Spc calibration solution,500,,,,,,PERCENT,100,PERCENT,100.29,,,,,,,pH calibration solution,7,pH Calibration solution,10,,,,
1/26/2021,2013769,NRS18_UT_10017,6/12/2019,1,XER,Region_08,UT,FIELDMEAS,,,,,,,,316.1,Y,8.82,,,,,,,Y,A,,8.58,,,,,,,14.75,9:55
1/26/2021,2013770,NRS18_SC_10019,6/12/2019,1,CPL,Region_04,SC,CALIB,,15A101409,YSI PRODSS,1.413 mS/cm,1.413 mS/cm,,,,,,PERCENT,99.9,PERCENT,99.9,,759.1,,,,,pH 7,7,pH 4,4,22.7,22.7,,
1/26/2021,2013770,NRS18_SC_10019,6/12/2019,1,CPL,Region_04,SC,FIELDMEAS,,,,,,,,71.6,Y,7.26,,,,,,,Y,A,,7.07,,,,,,,22,11:57
1/26/2021,2013771,NRS18_TN_10340,6/12/2019,1,CPL,Region_04,TN,CALIB,,15A101407,YSI PRO DSS,1413,1413,,,,,,PERCENT,98.5,PERCENT,98.5,,748,,,,,7,7.02,4,3.91,21.5,21.6,,
1/26/2021,2013771,NRS18_TN_10340,6/12/2019,1,CPL,Region_04,TN,FIELDMEAS,,,,,,,,39.1,Y,8.67,,,,,,,Y,X,,6.32,,,,,,,17.6,10:35
1/26/2021,2013772,NRS18_TN_10339,6/11/2019,1,CPL,Region_04,TN,CALIB,,15A101407,YSI PRO DSS,1413,1413,,,,,,PERCENT,99.2,PERCENT,99.3,,754.2,,,,,7,7.02,10,10.18,21.5,21.6,,
1/26/2021,2013772,NRS18_TN_10339,6/11/2019,1,CPL,Region_04,TN,FIELDMEAS,,,,,,,,79.5,Y,5.44,,,,,,,Y,X,,6.72,,,,,,,22.2,11:56
1/26/2021,2013773,NRS18_WY_11453,6/12/2019,1,SPL,Region_08,WY,CALIB,,1,Hq30d,Standard,1000,,,,,,PERCENT,100,PERCENT,100,1200,,,,,,Ph solution,7,Ph solution,10,12.5,12.5,,
1/26/2021,2013773,NRS18_WY_11453,6/12/2019,1,SPL,Region_08,WY,FIELDMEAS,,,,,,,,584,Y,9.28,,,,,,,Y,X,,8.21,,,,,,,13.2,10:09
1/26/2021,2013774,NRS18_OH_10658,6/12/2019,1,SAP,Region_05,OH,CALIB,,unit 2,In Situ Smartroll 400,Kwik cal,8000,,,,,,PERCENT,100,PERCENT,100,,,,,,,Kwik cal,7,,,28.42,28.5,,
1/26/2021,2013774,NRS18_OH_10658,6/12/2019,1,SAP,Region_05,OH,FIELDMEAS,,,,,,,,317.5,N,8.51,,,,,,,Y,X,,7.97,,,,,,,18.88,10:47
1/26/2021,2013775,NRS18_VT_10014,6/12/2019,1,NAP,Region_01,VT,CALIB,,39947,Hydrolab MS5,Air,0,Ricca buffer,84,,,,PERCENT,100,PERCENT,99.7,,726.2,,,,,Fisher buffer,7,Fisher buffer,4,,,,
1/26/2021,2013775,NRS18_VT_10014,6/12/2019,1,NAP,Region_01,VT,FIELDMEAS,,,,,,,,24.2,Y,10.95,,,,,,,Y,X,,8.15,,,,,,,11.21,9:36
1/26/2021,2013776,NRS18_SD_10694,6/12/2019,1,NPL,Region_08,SD,CALIB,,18C101134,YSI-EXO1,1421,1410,,,,,,PERCENT,94.9,PERCENT,94.9,,721.4,,,,,6.93,7,10.01,10.01,25.019,25.019,,
1/26/2021,2013776,NRS18_SD_10694,6/12/2019,1,NPL,Region_08,SD,FIELDMEAS,,,,,,,,4700,Y,8.75,,,,,,,Y,X,,8.12,,,,,,,17.76,9:01
1/26/2021,2013777,NRS18_NC_10111,6/13/2019,1,CPL,Region_04,NC,CALIB,,13K100916,YSI Professional,1004,1005,499,493.5,,,,PERCENT,100.1,mg/L,8.8,,749,,,,,7,7,4,4,21.1,22,,
1/26/2021,2013777,NRS18_NC_10111,6/13/2019,1,CPL,Region_04,NC,FIELDMEAS,,,,,,,,157.8,Y,7.3,,,,,,,Y,X,,6.76,,,,,,,21.3,9:12
1/26/2021,2013778,NRS18_SC_10009,6/13/2019,1,CPL,Region_04,SC,CALIB,,15A101409,YSI PRODSS,1.413 mS/cm,1.413 mS/cm,,,,,,PERCENT,100.1,PERCENT,100.1,,760.5,,,,,pH 7,7,pH 4,4,22.7,22.7,,
1/26/2021,2013778,NRS18_SC_10009,6/13/2019,1,CPL,Region_04,SC,FIELDMEAS,,,,,,,,203.7,Y,2.6,,,,,,,Y,A,,5.96,,,,,,,22.4,10:08
1/26/2021,2013779,NRS18_WV_10019,6/12/2019,1,SAP,Region_03,WV,CALIB,,ST-2,In situ smartroll,1000,999.51,Distilled water check <5,1.88,,,,PERCENT,100,mg/L,9.1,,749.34,,,,,7,7,10,10.04,22.07,21.8,,
1/26/2021,2013779,NRS18_WV_10019,6/12/2019,1,SAP,Region_03,WV,FIELDMEAS,,,,,,,,524.9,Y,8.71,,,,,,,Y,A,,8.19,,,,,,,19.53,10:59
1/26/2021,2013780,NRS18_VA_RF011,6/13/2019,1,,Region_03,VA,CALIB,,17E101234,YSI EXO1,1413,1413,,,,,,PERCENT,93.6,PERCENT,93.6,,711.7,,,,,7,7,10,10,,,,
1/26/2021,2013780,NRS18_VA_RF011,6/13/2019,1,,Region_03,VA,CALIB,TEMP_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,
1/26/2021,2013780,NRS18_VA_RF011,6/13/2019,1,,Region_03,VA,FIELDMEAS,,,,,,,,103.1,Y,9.5,,,,,,,Y,A,,8.07,,,,,,,15.1,10:05
1/26/2021,2013781,NRS18_WI_10054,6/13/2019,1,TPL,Region_05,WI,CALIB,,18E101074,YSI Professional Plus,1000,1002,,,,,,PERCENT,102,PERCENT,101.6,,740,,,,,7,7.04,10,10.05,25.1,25,,
1/26/2021,2013781,NRS18_WI_10054,6/13/2019,1,TPL,Region_05,WI,FIELDMEAS,,,,,,,,529.7,Y,10.6,,,,,,,Y,A,,7.25,,,,,,,15.9,11:57
1/26/2021,2013782,NRS18_MN_10039,6/13/2019,1,UMW,Region_05,MN,CALIB,,220385,YSI Pro DSS,KCl Standard,1409,,,,,,PERCENT,95.6,PERCENT,94.7,,726,,,,,7.00 Buffer,7,10.00 Buffer,10,24.9,25.2,,
1/26/2021,2013782,NRS18_MN_10039,6/13/2019,1,UMW,Region_05,MN,FIELDMEAS,,,,,,,,409.3,Y,2.2,,,,,,,Y,X,,7.25,,,,,,,12.3,10:26
1/26/2021,2013783,NRS18_UT_10013,6/13/2019,1,XER,Region_08,UT,CALIB,,527707,In Situ SmarTROLL,SPC calibration solution,500,,,,,,PERCENT,100,PERCENT,100,,,,,,,pH calibration solution,7,pH calibration solution,10,,,,
1/26/2021,2013783,NRS18_UT_10013,6/13/2019,1,XER,Region_08,UT,FIELDMEAS,,,,,,,,2355,Y,,,,,,,,Y,,,8.12,,,,,,,19.09,11:20
1/26/2021,2013783,NRS18_UT_10013,6/13/2019,1,XER,Region_08,UT,FIELDMEAS,DO_MEASUREMENT_COMMENT,,,,,,,,,8.12,,,,,,,,,,,,,,,,,,
1/26/2021,2013784,NRS18_NH_10016,6/13/2019,1,NAP,Region_01,NH,CALIB,,13e101938,YSI 2030,2000,2000,100,100,,,,PERCENT,95.6,PERCENT,95.6,,718.5,,,,,4,4,7,7,,,,
1/26/2021,2013784,NRS18_NH_10016,6/13/2019,1,NAP,Region_01,NH,FIELDMEAS,,,,,,,,24.3,Y,10.07,,,,,,,Y,X,,5.44,,,,,,,12.2,10:50
1/26/2021,2013785,NRS18_SC_10034,6/14/2019,1,CPL,Region_04,SC,CALIB,,15A101409,YSI PRODSS,1.413 mS/cm,1.413 mS/cm,,,,,,PERCENT,100.8,PERCENT,100.8,,765.8,,,,,pH 7,7,pH 4,4,22.7,22.7,,
1/26/2021,2013785,NRS18_SC_10034,6/14/2019,1,CPL,Region_04,SC,FIELDMEAS,,,,,,,,188.5,Y,7.7,,,,,,,Y,A,,7.64,,,,,,,21,9:18
1/26/2021,2013786,NRS18_MN_10058,6/13/2019,1,UMW,Region_05,MN,CALIB,,15E100511; 17L102691,YSI ProDDS,SpC 1409 Standard,1409,,,,,,PERCENT,95.5,PERCENT,95.5,,725,,,,,,,,,25,25.1,,
1/26/2021,2013786,NRS18_MN_10058,6/13/2019,1,UMW,Region_05,MN,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,pH 4.0 Standard,4,pH 7.0 Standard,7,,,,
1/26/2021,2013786,NRS18_MN_10058,6/13/2019,1,UMW,Region_05,MN,FIELDMEAS,,,,,,,,77,Y,8,,,,,,,Y,A,,7.27,,,,,,,18.7,15:05
1/26/2021,2013787,NRS18_CA_10025,6/11/2019,1,XER,Region_09,CA,CALIB,,1,YSI 2030,1025,,,,,,,,,,,536,,,,,,7,7,10,10,,,,
1/26/2021,2013787,NRS18_CA_10025,6/11/2019,1,XER,Region_09,CA,FIELDMEAS,,,,,,,,1025,Y,7.76,,,,,,,Y,X,,8.23,,,,,,,23.5,9:25
1/26/2021,2013788,NRS18_MN_10553,6/14/2019,1,UMW,Region_05,MN,CALIB,,15E100511; 17L102691,YSI ProDDS,SpC 1409 Standard,1409,,,,,,PERCENT,93.9,PERCENT,93.9,,714,,,,,,,,,25,25.1,,
1/26/2021,2013788,NRS18_MN_10553,6/14/2019,1,UMW,Region_05,MN,CALIB,PH_CALIBRATION_COMMENT,,,,,,,,,,,,,,,,,,,,pH 4.0 Standard,4,pH 7.0 Standard,7,,,,
1/26/2021,2013788,NRS18_MN_10553,6/14/2019,1,UMW,Region_05,MN,FIELDMEAS,,,,,,,,65.3,Y,8,,,,,,,Y,A,,7.3,,,,,,,13.8,9:47
1/26/2021,2013789,NRS18_WY_10251,6/13/2019,1,SPL,Region_08,WY,CALIB,,1,Hq30d,Standard,1000,,,,,,PERCENT,100,PERCENT,100,1284,,,,,,Ph solution,7,Ph solution,10,12.5,12.5,,
1/26/2021,2013789,NRS18_WY_10251,6/13/2019,1,SPL,Region_08,WY,FIELDMEAS,,,,,,,,488,Y,6.13,,,,,,,Y,X,,8.01,,,,,,,19.6,11:05
1/26/2021,2013790,NRS18_TX_10988,6/13/2019,1,SPL,Region_06,TX,CALIB,,17H102988,YSI ProDSS,"1,000","1,000",,,,,,PERCENT,92,PERCENT,92.4,2441,698.98,,,,,7.00 @25C,6.99 @ 28C,10.00 @25C,9.98 @27C,24.6,24.51,,
1/26/2021,2013790,NRS18_TX_10988,6/13/2019,1,SPL,Region_06,TX,FIELDMEAS,,,,,,,,13590,Y,5.79,,,,,,,Y,X,,7.39,,,,,,,20.9,8:33
1/26/2021,2013791,NRS18_TN_10023,6/14/2019,1,CPL,Region_04,TN,CALIB,,15A101407,YSI Pro DSS,1413,1413,,,,,,PERCENT,99.3,PERCENT,99.3,,754.6,,,,,7,7.02,4,3.92,21.5,21.6,,
1/26/2021,2013791,NRS18_TN_10023,6/14/2019,1,CPL,Region_04,TN,FIELDMEAS,,,,,,,,48.4,Y,8.6,,,,,,,Y,X,,6.44,,,,,,,18.9,9:38
1/26/2021,2013792,NRS18_MN_10012,6/14/2019,1,UMW,Region_05,MN,CALIB,,220,YSI Pro DSS,KCl Standard,1409,,,,,,PERCENT,95.6,PERCENT,95.6,,730,,,,,7.00 Buffer,7,10.00 Buffer,10,24.8,25.2,,
1/26/2021,2013792,NRS18_MN_10012,6/14/2019,1,UMW,Region_05,MN,FIELDMEAS,,,,,,,,494,Y,6.03,,,,,,,Y,A,,7.76,,,,,,,19,10:21
1/26/2021,2013795,SE19_AK-10048,6/15/2019,1,,Region_10,AK,FIELDMEAS,,,,,,,,294.1,Y,11.24,,,,,,,Y,X,,7.9,,,,,,,7.9,10:28
1/26/2021,2013796,SE19_AK-10114,6/16/2019,1,,Region_10,AK,CALIB,,659561,Aqua troll 500,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2021,2013796,SE19_AK-10114,6/16/2019,1,,Region_10,AK,FIELDMEAS,,,,,,,,193.8516,Y,10.24,,,,,,,Y,X,,7.470708,,,,,,,10.93103,12:22
1/26/2021,2013797,NRS18_SC_10779,6/16/2019,1,SAP,Region_04,SC,CALIB,,15A101409,YSI PRODSS,1.413 mS/cm,1.413 mS/cm,,,,,,PERCENT,98.2,PERCENT,98.2,,746.4,,,,,pH 7,7,pH 4,4,22.7,22.7,,
1/26/2021,2013797,NRS18_SC_10779,6/16/2019,1,SAP,Region_04,SC,FIELDMEAS,,,,,,,,44.1,Y,8,,,,,,,Y,A,,7.07,,,,,,,21.6,12:06
1/26/2021,2013798,NRS18_MN_10060,6/16/2019,1,UMW,Region_05,MN,CALIB,,220385,YSI Pro DSS,KCl Standard,1409,,,,,,PERCENT,96.1,PERCENT,96.1,,730,,,,,7.00 Buffer,7,10.00 Buffer,10,24.9,25.2,,
1/26/2021,2013798,NRS18_MN_10060,6/16/2019,1,UMW,Region_05,MN,FIELDMEAS,,,,,,,,516,Y,8.6,,,,,,,Y,A,,8.33,,,,,,,19.3,11:04
